borough,major_category,minor_category,year,number_of_cases
Greenwich,Theft and Handling,Other Theft Person,2012,740
Greenwich,Theft and Handling,Other Theft Person,2009,487
Greenwich,Theft and Handling,Other Theft Person,2010,460
Greenwich,Theft and Handling,Other Theft Person,2016,591
Greenwich,Violence Against the Person,Assault with Injury,2011,1952
Greenwich,Violence Against the Person,Assault with Injury,2008,2257
Greenwich,Violence Against the Person,Assault with Injury,2014,1691
Greenwich,Violence Against the Person,Assault with Injury,2009,1922
Greenwich,Violence Against the Person,Assault with Injury,2015,1749
Greenwich,Violence Against the Person,Assault with Injury,2013,1486
Greenwich,Violence Against the Person,Assault with Injury,2012,1875
Greenwich,Violence Against the Person,Assault with Injury,2016,1908
Greenwich,Violence Against the Person,Assault with Injury,2010,1898
Greenwich,Drugs,Possession Of Drugs,2015,821
Greenwich,Drugs,Possession Of Drugs,2008,1498
Greenwich,Drugs,Possession Of Drugs,2016,736
Greenwich,Drugs,Possession Of Drugs,2012,1147
Greenwich,Drugs,Possession Of Drugs,2014,1110
Greenwich,Drugs,Possession Of Drugs,2011,1052
Greenwich,Drugs,Possession Of Drugs,2009,1157
Greenwich,Drugs,Possession Of Drugs,2010,870
Greenwich,Drugs,Possession Of Drugs,2013,1184
Greenwich,Theft and Handling,Handling Stolen Goods,2016,47
Greenwich,Theft and Handling,Handling Stolen Goods,2012,45
Greenwich,Theft and Handling,Handling Stolen Goods,2014,54
Greenwich,Theft and Handling,Handling Stolen Goods,2010,36
Greenwich,Theft and Handling,Handling Stolen Goods,2015,40
Greenwich,Theft and Handling,Handling Stolen Goods,2008,55
Greenwich,Theft and Handling,Handling Stolen Goods,2009,63
Greenwich,Theft and Handling,Handling Stolen Goods,2011,86
Greenwich,Theft and Handling,Handling Stolen Goods,2013,42
Greenwich,Criminal Damage,Other Criminal Damage,2009,559
Greenwich,Criminal Damage,Other Criminal Damage,2016,653
Greenwich,Criminal Damage,Other Criminal Damage,2015,589
Greenwich,Criminal Damage,Other Criminal Damage,2011,517
Greenwich,Criminal Damage,Other Criminal Damage,2012,517
Greenwich,Criminal Damage,Other Criminal Damage,2008,621
Greenwich,Criminal Damage,Other Criminal Damage,2014,506
Greenwich,Criminal Damage,Other Criminal Damage,2010,496
Greenwich,Criminal Damage,Other Criminal Damage,2013,463
Greenwich,Fraud or Forgery,Other Fraud & Forgery,2012,0
Greenwich,Fraud or Forgery,Other Fraud & Forgery,2016,0
Greenwich,Fraud or Forgery,Other Fraud & Forgery,2009,0
Greenwich,Fraud or Forgery,Other Fraud & Forgery,2010,0
Greenwich,Fraud or Forgery,Other Fraud & Forgery,2008,37
Greenwich,Fraud or Forgery,Other Fraud & Forgery,2014,0
Greenwich,Fraud or Forgery,Other Fraud & Forgery,2013,0
Greenwich,Fraud or Forgery,Other Fraud & Forgery,2011,0
Greenwich,Fraud or Forgery,Other Fraud & Forgery,2015,0
Greenwich,Burglary,Burglary in a Dwelling,2015,1130
Greenwich,Burglary,Burglary in a Dwelling,2016,1082
Greenwich,Burglary,Burglary in a Dwelling,2013,1452
Greenwich,Burglary,Burglary in a Dwelling,2012,1543
Greenwich,Burglary,Burglary in a Dwelling,2011,1543
Greenwich,Burglary,Burglary in a Dwelling,2010,1756
Greenwich,Burglary,Burglary in a Dwelling,2009,1769
Greenwich,Burglary,Burglary in a Dwelling,2014,1350
Greenwich,Burglary,Burglary in a Dwelling,2008,1909
Greenwich,Theft and Handling,Theft From Motor Vehicle,2010,2120
Greenwich,Theft and Handling,Theft From Motor Vehicle,2013,1632
Greenwich,Theft and Handling,Theft From Motor Vehicle,2012,1648
Greenwich,Theft and Handling,Theft From Motor Vehicle,2014,1517
Greenwich,Theft and Handling,Theft From Motor Vehicle,2015,1244
Greenwich,Theft and Handling,Theft From Motor Vehicle,2008,2665
Greenwich,Theft and Handling,Theft From Motor Vehicle,2016,1464
Greenwich,Theft and Handling,Theft From Motor Vehicle,2009,2127
Greenwich,Theft and Handling,Theft From Motor Vehicle,2011,1805
Greenwich,Burglary,Burglary in Other Buildings,2010,738
Greenwich,Burglary,Burglary in Other Buildings,2015,734
Greenwich,Burglary,Burglary in Other Buildings,2014,795
Greenwich,Burglary,Burglary in Other Buildings,2011,757
Greenwich,Burglary,Burglary in Other Buildings,2013,917
Greenwich,Burglary,Burglary in Other Buildings,2012,762
Greenwich,Burglary,Burglary in Other Buildings,2008,1099
Greenwich,Burglary,Burglary in Other Buildings,2016,698
Greenwich,Burglary,Burglary in Other Buildings,2009,932
Greenwich,Criminal Damage,Criminal Damage To Dwelling,2015,568
Greenwich,Criminal Damage,Criminal Damage To Dwelling,2016,648
Greenwich,Criminal Damage,Criminal Damage To Dwelling,2009,1196
Greenwich,Criminal Damage,Criminal Damage To Dwelling,2010,969
Greenwich,Criminal Damage,Criminal Damage To Dwelling,2013,598
Greenwich,Criminal Damage,Criminal Damage To Dwelling,2014,532
Greenwich,Criminal Damage,Criminal Damage To Dwelling,2012,643
Greenwich,Criminal Damage,Criminal Damage To Dwelling,2011,857
Greenwich,Criminal Damage,Criminal Damage To Dwelling,2008,1104
Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,2012,347
Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,2009,314
Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,2014,273
Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,2010,317
Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,2016,385
Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,2011,359
Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,2015,300
Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,2013,316
Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,2008,236
Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,578
Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,875
Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,721
Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,567
Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,716
Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,670
Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,764
Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,601
Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,1039
Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,2014,765
Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,2009,1199
Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,2011,868
Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,2010,1096
Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,2013,777
Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,2012,857
Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,2016,966
Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,2008,1419
Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,2015,946
Greenwich,Criminal Damage,Criminal Damage To Other Building,2008,209
Greenwich,Criminal Damage,Criminal Damage To Other Building,2014,173
Greenwich,Criminal Damage,Criminal Damage To Other Building,2010,199
Greenwich,Criminal Damage,Criminal Damage To Other Building,2015,178
Greenwich,Criminal Damage,Criminal Damage To Other Building,2012,199
Greenwich,Criminal Damage,Criminal Damage To Other Building,2009,236
Greenwich,Criminal Damage,Criminal Damage To Other Building,2011,248
Greenwich,Criminal Damage,Criminal Damage To Other Building,2013,175
Greenwich,Criminal Damage,Criminal Damage To Other Building,2016,209
Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,2015,294
Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,2010,147
Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,2016,354
Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,2012,141
Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,2013,161
Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,2014,209
Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,2008,206
